id,pace,shooting,passing,dribbling,defending,physical
204757,84,64,74,76,71,68
205257,75,69,73,80,34,69
206411,63,72,74,70,71,77
206493,36,29,55,63,76,78
209669,32,44,56,61,74,82
210212,83,72,71,77,43,69
212772,65,47,54,55,77,75
214968,75,72,77,74,62,71
217546,70,59,68,70,74,75
219953,79,69,75,75,47,65
220295,87,75,67,74,39,74
223053,83,72,71,78,44,48
230197,76,48,69,75,74,70
230224,47,46,56,53,75,79
230230,58,50,61,49,76,79
230250,74,64,69,70,74,78
230337,85,63,75,77,71,72
230371,82,54,71,73,75,65
230388,64,40,54,51,76,78
230453,65,53,63,61,74,83
230502,76,76,61,73,30,64
230528,55,40,58,59,77,76
233138,81,75,67,76,30,65
237135,76,72,70,78,41,69
241771,81,74,70,80,33,73
241096,78,65,75,75,71,76
237819,79,63,70,74,70,78
233064,71,68,74,76,46,53
236593,77,62,73,79,34,58
236920,88,72,66,80,37,59
236987,70,35,67,70,75,74
241084,92,68,65,77,32,67
220710,79,76,72,75,40,49
221714,80,70,62,72,41,81
225782,85,59,70,76,68,67
226592,77,70,73,76,67,64
228708,72,53,66,68,73,74
231207,70,28,54,59,74,76
231826,79,69,69,79,31,62
238858,81,67,71,80,40,60
239231,83,60,71,76,65,72
244963,62,28,48,49,74,81
224371,79,72,67,77,43,64
235866,84,71,61,75,40,70
235997,68,53,72,75,75,65
239015,92,71,62,79,39,67
207624,70,32,50,58,73,78
222160,84,47,64,74,71,72
226376,82,66,72,77,48,62
226789,76,60,74,76,68,69
229435,73,77,70,72,47,69
230065,68,62,69,76,71,78
231340,84,49,64,69,72,80
233265,76,73,72,74,32,68
235663,71,71,71,71,61,73
236245,90,71,63,77,30,72
244271,70,57,60,64,77,79
244383,65,23,43,40,77,74
210719,67,38,54,59,75,77
216820,92,70,64,81,36,63
217731,68,76,65,79,30,64
220715,77,73,58,73,40,69
222707,88,66,71,78,40,54
224081,67,66,69,68,72,83
225859,72,39,59,64,74,79
227508,61,73,71,70,73,71
228093,83,73,67,76,47,75
229723,72,67,73,75,64,70
230147,92,36,59,72,68,74
230988,67,69,73,77,60,62
231235,78,48,65,69,75,76
239641,67,60,64,68,73,83
242201,71,60,72,72,69,72
203393,66,67,71,73,68,77
203903,81,68,70,78,33,58
208509,77,57,69,71,72,72
210136,77,45,66,64,74,73
210881,73,66,71,76,70,78
213689,70,50,63,71,72,85
213899,71,40,60,66,74,85
220854,75,71,74,74,64,66
221832,79,71,72,74,71,70
222123,75,40,56,63,73,81
222558,85,63,71,73,72,70
223517,67,66,71,72,74,75
223641,70,34,55,50,76,75
226627,89,72,67,80,41,65
228520,78,76,63,74,43,75
228747,83,70,70,80,29,67
230936,70,54,76,80,72,61
231949,81,73,68,77,44,72
234426,59,32,51,55,75,74
240190,75,68,71,71,69,81
241827,70,35,63,69,74,65
203485,71,43,63,68,75,75
204346,75,66,74,77,49,52
211147,84,70,76,81,69,67
213414,65,32,45,43,76,77
213884,77,70,70,76,63,77
219733,57,74,52,67,27,79
223710,60,74,53,67,27,77
225951,78,73,70,76,30,67
229804,85,69,68,78,26,55
232869,80,41,53,56,75,77
236311,74,66,77,75,63,67
240316,66,65,69,71,72,76
191627,67,63,73,70,71,74
194996,51,77,61,67,41,76
198658,73,62,73,74,67,76
199158,64,66,68,68,70,78
199669,72,48,62,66,73,78
205478,76,72,58,70,27,76
206594,77,68,72,77,50,60
208053,80,69,74,76,37,49
208364,84,61,69,75,71,78
208451,77,73,69,78,51,70
210450,47,56,61,63,74,80
212267,86,71,69,77,38,68
215107,92,74,64,80,45,63
215193,78,63,72,76,69,69
217036,81,63,68,76,68,55
217605,61,67,69,69,70,74
225144,79,73,69,79,36,44
227153,86,49,65,70,71,71
244373,71,67,70,76,67,49
198657,77,60,72,73,70,81
201389,76,55,68,71,74,70
208144,63,69,74,78,55,50
210007,47,60,66,65,75,74
210384,89,53,66,75,69,71
234774,66,63,72,67,76,74
184037,50,44,60,61,75,71
184183,51,41,46,38,75,81
186648,70,34,65,62,76,79
190824,83,55,71,76,69,73
195038,80,70,70,80,37,57
195479,86,67,73,76,68,79
201303,84,64,71,80,58,72
201858,78,76,72,79,44,59
204355,66,40,63,67,76,72
205895,74,65,70,73,73,76
206414,65,44,51,49,75,79
208224,73,69,75,78,50,61
209547,39,34,49,54,77,77
209782,74,71,73,80,38,61
209846,82,48,67,69,71,79
210441,68,77,55,66,34,68
210930,65,68,75,77,39,55
211269,72,70,74,76,65,70
214026,90,65,72,74,69,72
215699,74,38,64,75,73,69
219789,81,54,68,75,71,69
220132,65,34,63,62,77,64
220948,66,59,66,68,71,72
221587,84,67,69,79,49,56
229037,74,75,68,75,46,64
229071,78,70,67,75,53,76
232905,90,66,69,75,59,71
236221,52,68,71,71,71,73
243007,86,68,68,75,58,75
112365,50,59,76,72,69,71
134820,63,52,65,70,72,81
139860,67,44,61,59,74,78
143699,77,63,72,76,73,70
152916,65,71,78,76,47,77
153048,65,69,77,74,47,51
157492,59,65,76,76,40,62
157665,32,40,48,47,76,65
158144,46,70,80,71,48,60
159175,53,55,65,69,75,79
161805,62,64,71,71,74,74
162221,55,68,65,67,74,82
163665,52,31,61,64,76,75
164878,69,73,73,76,46,53
164994,72,70,75,76,60,67
165536,33,33,52,55,76,73
167431,56,69,77,76,66,62
167665,51,61,67,69,74,71
168565,75,73,68,75,43,71
168621,75,61,71,74,73,78
170320,71,68,73,74,76,75
171018,45,68,72,70,65,77
171875,79,73,75,79,69,74
171896,57,55,60,57,76,72
172113,52,51,65,65,74,76
177533,55,45,51,52,75,80
177765,61,77,66,74,38,66
181402,65,57,67,71,72,81
183546,67,55,65,68,75,79
184082,56,38,50,56,74,79
184111,58,74,61,65,32,72
184190,45,33,53,47,76,72
184703,64,69,74,77,58,67
184716,67,65,72,75,73,73
184873,51,32,57,49,74,80
186115,77,56,69,73,73,71
186143,57,66,78,68,70,62
186307,63,75,75,78,34,63
186395,73,74,76,76,65,69
186961,69,69,58,72,28,75
187421,68,60,71,69,70,78
187517,67,41,58,45,75,78
187800,77,54,73,75,72,72
188166,82,70,71,75,43,70
189043,76,60,72,73,72,69
189053,84,76,58,73,29,67
189207,70,70,75,77,34,60
189221,62,62,72,73,75,75
189390,67,59,72,71,74,75
189757,70,73,55,69,35,79
190416,67,62,66,70,76,75
190666,65,40,53,58,77,70
190971,62,65,68,73,70,77
191055,71,51,68,72,73,75
191135,88,71,63,76,34,73
192045,85,61,70,74,71,74
192575,78,67,70,77,72,72
192620,35,50,70,54,77,67
192647,46,74,63,74,35,72
192841,68,69,73,80,61,61
193290,75,74,69,76,35,75
193425,67,71,65,70,75,81
193683,67,62,72,71,68,72
193692,67,71,74,77,61,62
194135,78,71,76,73,24,69
194359,81,49,66,70,72,65
194761,79,70,73,76,58,65
194806,62,43,58,60,75,77
194979,82,60,70,76,70,70
195088,68,69,73,76,47,67
195361,66,53,70,70,71,72
196069,90,63,71,79,64,64
198128,82,75,66,77,29,66
198347,77,75,67,75,30,67
198581,69,39,55,51,74,77
199633,67,61,73,73,75,74
199729,83,73,68,76,48,73
199952,67,69,76,78,43,49
200438,91,66,69,77,51,65
200529,71,73,74,76,47,75
201982,76,64,74,75,69,75
202061,61,69,73,71,71,78
202078,80,64,70,80,63,70
202858,91,70,64,82,44,66
203067,80,60,66,71,72,78
203668,84,76,59,74,36,62
203796,66,70,75,76,60,65
203888,33,35,45,51,75,82
205364,79,65,69,73,73,75
205590,67,49,65,64,75,74
206152,57,68,73,72,67,77
208621,81,70,74,76,54,69
209827,78,74,69,77,35,75
210463,88,74,68,79,38,67
210538,66,73,80,73,71,71
211703,70,78,77,73,35,61
212214,90,63,72,75,56,75
212911,92,68,68,80,29,56
214491,91,70,67,77,33,62
215015,57,35,55,59,76,75
215064,56,75,61,66,39,79
215108,87,62,66,73,69,81
216350,61,60,64,66,73,80
217235,69,41,56,61,75,76
223017,81,65,73,77,63,67
223682,61,72,77,71,65,67
224075,77,68,71,74,74,72
227772,62,62,75,76,66,81
230189,79,56,70,69,73,66
230227,60,50,61,59,73,77
230229,59,50,58,51,75,74
230252,72,57,68,75,76,69
230274,76,63,72,76,34,59
230348,82,53,67,72,74,70
230381,77,63,69,68,75,71
230408,75,62,75,76,43,57
230457,69,62,66,64,74,78
230465,67,69,73,77,35,51
230468,75,65,76,77,35,65
230469,70,73,73,75,26,63
230475,81,71,70,75,32,55
230507,69,75,68,71,38,76
244727,75,74,49,69,24,77
236772,80,69,71,78,37,65
238067,73,66,68,76,59,76
243630,81,73,64,74,25,60
226568,81,66,71,76,36,68
232293,85,73,61,70,36,76
243282,77,66,71,75,50,66
226754,72,70,73,74,68,66
232639,76,69,71,78,39,56
235008,79,72,73,78,58,60
238621,58,32,55,46,75,70
247028,75,68,67,74,71,78
225182,81,65,72,75,42,57
228332,70,44,61,66,76,75
231777,81,65,70,78,39,47
234468,67,62,74,78,57,64
237043,76,65,71,76,53,61
220714,58,70,72,70,74,73
221342,86,52,68,76,73,63
224258,67,52,62,67,72,82
232119,63,45,52,59,74,74
232132,67,47,61,61,72,78
233959,92,64,65,77,32,63
235522,71,62,73,76,61,65
215147,69,33,49,49,75,77
215703,64,44,59,66,74,73
218746,73,69,71,77,54,54
222429,71,52,67,73,75,56
226162,73,66,74,78,61,62
229537,54,46,49,57,72,82
229595,79,61,66,81,51,61
231138,89,71,60,77,38,69
231640,74,75,73,76,35,50
202697,61,42,58,67,74,71
215455,67,72,73,73,37,76
216464,74,73,68,71,69,83
219160,65,39,64,74,67,76
220621,79,70,71,77,35,50
221697,82,70,68,74,44,61
224538,67,73,75,77,38,59
225293,72,72,52,68,22,70
227927,76,37,66,72,72,66
228650,75,59,71,81,43,53
229659,67,63,72,72,67,70
230021,77,25,36,45,73,85
235875,79,45,68,74,72,67
199580,70,37,53,63,73,78
202331,68,59,73,77,69,75
208260,75,52,63,66,73,77
212300,63,37,50,55,73,78
214408,68,40,51,60,74,75
215322,75,60,68,72,71,74
216433,76,75,68,75,32,69
219797,81,72,62,75,35,73
220493,79,34,63,75,70,69
220673,70,56,67,74,72,79
229221,77,50,68,76,70,69
247030,79,72,72,76,62,72
204830,87,68,68,81,34,44
204886,64,25,50,51,74,76
209329,61,52,52,56,73,75
210831,72,58,71,69,71,74
211098,76,70,71,76,52,74
212419,69,44,63,65,73,78
219681,77,65,69,71,69,72
220620,79,48,68,71,70,66
220905,72,65,63,71,76,69
231111,70,32,62,60,73,75
238856,61,51,62,67,70,77
240033,74,39,63,67,73,74
245261,69,66,71,74,53,61
189218,65,52,67,70,71,79
202087,40,65,79,64,72,73
202848,85,68,70,81,20,51
204936,65,49,50,59,73,76
209973,77,74,49,70,27,74
211022,79,69,70,77,38,54
212230,73,72,75,80,33,50
213095,76,73,49,71,33,80
220209,88,44,59,69,71,79
226045,78,67,69,74,66,71
226086,86,70,65,76,48,65
230850,67,67,71,73,70,70
232255,92,63,67,77,57,69
194334,66,41,52,65,74,78
198198,65,48,53,57,73,77
199813,66,57,61,62,71,85
204043,71,46,59,61,74,76
204464,64,68,73,72,68,66
205346,92,51,66,73,69,69
209673,54,46,52,47,75,76
210533,54,67,74,71,68,73
227394,65,74,53,67,34,71
228729,65,36,55,53,72,78
232310,63,43,54,51,72,78
240046,88,73,66,74,31,58
247375,88,67,69,76,29,59
189456,51,35,54,58,74,77
199745,58,50,58,55,73,78
199912,75,69,73,78,34,56
202828,63,70,75,75,71,69
203736,80,72,57,71,24,71
203741,83,50,71,73,67,78
206306,64,67,71,73,66,74
215155,70,64,72,75,65,70
215228,33,47,54,38,74,81
216447,93,65,66,73,30,45
222515,81,57,73,73,27,64
224271,88,67,72,73,35,64
224394,76,73,70,80,46,65
224808,55,27,39,48,76,71
225706,68,49,73,75,71,79
768,34,35,51,52,78,59
3281,47,68,71,70,72,68
19975,73,76,74,74,41,66
20209,41,37,47,52,74,73
110381,67,75,75,75,44,66
138460,64,53,60,56,71,76
143587,55,74,76,73,65,64
149184,70,69,69,72,72,77
149185,62,55,68,62,76,68
151508,54,61,75,74,63,63
158543,68,72,66,72,41,74
158800,40,64,69,68,72,75
158810,41,66,72,69,73,70
159171,64,72,75,75,32,55
163488,75,63,70,71,73,77
164459,55,69,77,68,66,72
164959,68,62,66,66,74,81
168585,31,57,57,52,75,77
169324,69,62,70,71,70,74
171378,82,63,68,69,70,75
172019,77,70,70,74,27,64
172233,75,64,73,73,70,77
172685,69,39,64,61,73,75
173030,70,71,72,78,65,74
173146,57,66,78,73,67,61
173204,71,58,69,72,76,72
173608,54,73,64,69,30,67
176048,73,72,61,70,35,78
176553,61,65,73,71,68,63
176924,70,74,66,74,39,74
177137,55,44,64,67,74,72
177280,63,42,54,51,73,77
177390,56,71,75,72,62,70
177448,42,45,64,64,71,80
177537,65,70,74,75,38,67
177922,83,72,71,74,38,60
177974,32,61,67,64,74,81
178051,57,54,68,66,72,79
178253,72,65,77,73,48,66
178287,67,68,72,73,62,72
178616,65,73,72,75,71,73
179516,65,76,62,67,40,77
182001,32,39,44,53,76,75
183284,65,49,60,62,73,74
183346,65,71,75,71,72,73
183540,64,64,76,75,49,53
183781,43,46,63,59,73,76
184417,69,69,74,72,68,76
184469,59,69,72,70,67,72
184606,67,54,69,64,74,73
185068,78,73,70,75,48,77
186456,37,62,72,70,74,70
186551,86,58,65,70,70,65
186650,70,76,69,74,35,61
186682,42,63,69,67,71,69
187033,45,29,40,48,74,77
187939,75,72,69,76,32,60
188135,75,67,69,74,70,73
188270,54,32,56,49,74,74
188727,33,26,57,46,77,74
188931,44,46,63,62,74,79
189225,76,72,64,76,38,75
189388,87,39,65,65,69,74
189600,63,72,76,73,58,66
189709,34,48,59,52,73,77
190276,52,38,50,50,73,82
190535,49,66,78,73,55,55
190536,63,71,73,74,58,72
190558,84,38,52,55,71,82
190576,45,36,58,50,73,77
191173,65,65,71,71,66,73
192102,84,59,71,74,68,67
192333,54,44,59,60,72,76
192349,77,72,69,80,37,65
192371,66,64,67,70,71,76
192373,46,76,61,69,27,81
192546,70,45,63,69,72,73
192663,63,74,55,62,38,84
193133,76,55,63,69,72,76
193337,76,68,71,78,72,71
193849,65,69,75,69,65,74
195033,88,68,66,74,55,74
197402,67,63,64,66,73,79
198817,60,59,70,72,68,59
199562,55,47,67,71,69,76
199792,74,70,70,75,63,71
200206,75,71,73,78,53,59
200433,63,74,65,69,44,75
200446,78,74,67,76,34,65
200588,80,47,53,55,71,79
201073,76,72,72,75,36,66
201313,80,73,73,77,28,62
201953,70,73,77,76,71,72
202539,79,74,64,71,24,70
202746,80,49,69,78,67,57
202882,93,71,63,77,29,70
203979,64,66,62,66,74,80
204387,67,67,72,73,51,58
204542,65,63,76,74,64,71
205081,75,72,64,70,39,74
205365,80,69,70,76,40,60
206154,68,69,73,71,68,74
206407,71,61,71,74,74,64
206424,75,62,75,70,69,50
207929,84,68,69,78,31,55
208387,65,73,53,64,27,84
211338,72,68,73,74,64,74
211826,59,48,59,62,74,74
211862,72,76,67,66,55,83
212127,86,64,71,76,47,47
213480,74,42,64,77,70,75
214191,56,38,41,58,73,78
214196,71,55,69,65,73,76
214207,81,75,71,74,38,80
214497,68,59,77,71,64,74
214781,68,74,68,74,38,66
214838,89,67,68,73,67,75
214973,77,67,73,77,34,50
215050,60,49,50,56,72,79
215089,65,51,71,70,70,82
215103,85,70,66,78,43,63
215165,81,65,72,76,54,72
215886,51,72,69,70,66,83
218540,87,59,67,74,66,73
223066,75,75,65,70,36,81
223284,66,45,63,69,74,75
225646,93,66,69,76,67,77
230186,72,49,68,64,74,70
230202,74,53,63,73,74,66
230207,54,45,66,59,74,74
230209,43,48,55,50,74,80
230215,73,49,53,53,75,69
230218,51,41,56,52,74,75
230237,64,59,72,63,73,77
230239,73,57,74,72,70,75
230255,74,56,71,71,72,73
230267,79,62,72,73,42,51
230276,71,65,75,74,34,67
230339,83,57,65,75,69,68
230354,73,46,67,73,75,68
230397,68,54,58,63,73,74
230401,54,47,55,49,75,74
230417,75,72,65,67,74,70
230423,59,68,68,70,72,76
230466,51,73,75,74,24,52
230482,79,63,71,77,32,45
230483,76,61,72,74,32,62
230487,72,72,73,75,29,66
230488,69,69,72,73,30,70
230495,55,76,60,66,22,73
230497,83,72,58,74,29,59
230503,79,76,57,63,23,69
230857,78,72,64,77,26,61
234015,67,68,69,76,31,49
234772,91,63,70,72,38,54
235499,60,28,52,51,72,83
242384,70,74,46,70,28,77
243903,71,72,63,70,43,77
247045,88,67,68,79,28,52
232488,63,35,43,47,72,77
225614,75,58,72,76,60,51
239085,81,70,55,72,35,80
228730,67,35,43,52,74,75
234857,73,65,75,76,55,64
236506,61,35,48,57,74,71
239335,65,67,72,76,49,59
243576,76,61,66,76,69,62
221168,78,70,59,70,28,70
231263,62,36,59,62,72,72
233097,66,25,58,51,73,74
234399,72,71,67,76,40,57
237520,67,60,63,70,72,83
239953,85,68,63,74,26,63
241907,82,71,65,76,28,55
230672,59,36,52,58,72,70
231856,80,60,70,76,66,65
233061,80,69,72,73,43,66
233550,87,61,70,76,44,63
233732,91,68,55,76,26,64
238555,82,70,66,77,37,63
240699,78,65,70,75,46,49
246914,73,54,63,67,71,75
222493,61,36,56,49,74,70
225236,70,41,54,59,72,77
225289,86,71,62,76,31,55
227562,84,62,67,75,40,66
233767,75,35,67,69,71,60
237960,89,70,64,73,65,76
245275,54,60,74,71,67,65
208306,71,70,59,71,37,64
212269,74,64,72,75,63,73
213418,84,70,54,70,28,70
220198,76,70,69,75,26,59
222457,79,69,70,75,63,65
226211,82,69,70,78,31,64
226370,71,64,73,77,63,66
230043,83,63,67,74,69,69
231318,74,66,68,72,72,69
234573,89,59,65,76,66,66
237086,72,31,48,45,72,80
208534,54,41,49,57,73,72
213725,75,56,70,73,71,70
216549,73,72,65,66,35,80
222598,57,35,57,57,74,73
225653,93,69,61,74,32,70
226807,69,64,68,71,70,76
228804,59,65,72,70,70,68
232730,75,69,71,76,36,60
235623,79,69,68,73,46,64
240037,85,67,67,76,28,59
241463,68,70,70,74,38,59
205934,73,40,61,69,72,68
206518,85,72,65,74,34,60
208522,66,48,66,61,73,73
214446,83,45,64,64,69,78
215202,80,72,65,79,31,59
215565,56,25,45,57,70,78
218936,76,62,70,72,69,67
220287,67,73,55,63,26,74
220782,70,52,69,68,70,75
223717,71,65,66,70,72,72
226803,72,31,48,53,70,82
229155,73,52,69,71,71,73
231507,75,36,63,72,69,72
232459,63,45,51,60,72,79
238224,67,71,45,65,28,80
238857,82,60,66,76,65,66
240702,74,70,66,69,45,72
196935,60,28,56,59,73,72
203505,77,64,65,72,70,72
207593,75,57,68,68,71,75
210016,71,66,69,76,46,51
210313,83,68,68,75,40,64
210724,74,67,66,68,69,86
211107,62,33,51,54,72,68
215651,64,33,55,58,74,72
217714,82,67,66,73,58,69
224510,73,75,62,72,20,61
225475,67,69,68,71,72,70
225478,66,74,72,71,43,72
199247,60,61,76,73,64,66
200758,71,33,59,63,71,79
207725,38,45,50,47,75,77
208250,69,73,74,69,43,70
208615,62,45,48,56,69,80
210259,58,74,52,67,29,75
210320,70,49,65,68,72,69
211048,87,70,57,73,36,71
212240,70,72,65,76,27,68
212253,64,51,60,64,72,76
212474,70,69,73,75,53,53
212591,59,50,52,50,71,81
219814,81,59,67,65,70,81
219904,83,70,60,73,39,67
220921,58,46,56,54,74,83
221201,85,57,69,74,69,71
224537,46,30,47,53,73,77
226747,51,49,60,65,73,84
230967,84,67,69,77,38,57
236533,74,72,46,64,26,70
236773,75,54,64,64,73,73
237223,73,65,71,71,61,76
241746,74,49,52,60,74,69
246708,76,73,69,73,38,66
247203,87,44,64,69,67,72
188600,59,69,70,75,66,74
204193,61,48,66,66,73,74
204506,83,68,60,73,30,71
205351,69,68,74,75,46,48
206109,68,61,66,73,72,78
206626,73,72,58,67,38,76
211513,74,71,70,73,38,63
214302,70,67,70,72,67,74
214882,60,32,45,42,73,82
215053,53,39,61,59,73,79
221931,57,69,73,72,64,65
225926,76,73,69,76,36,62
228805,58,36,53,54,73,77
186140,69,73,58,70,30,62
189177,72,64,73,75,66,74
192560,78,60,66,76,63,75
192715,53,35,56,49,70,79
193470,75,53,70,70,70,65
197900,67,71,70,71,56,78
198474,66,41,58,62,71,77
200683,70,67,73,74,58,62
201818,93,69,63,73,30,57
202451,67,38,54,53,72,76
203604,60,59,68,69,67,75
204215,77,70,70,74,64,71
205726,72,59,73,73,60,65
205998,74,57,64,74,69,78
208459,73,40,65,65,72,83
209301,81,35,63,73,69,71
210438,76,65,70,78,25,52
210723,75,54,67,67,70,75
212035,92,72,63,77,37,64
212618,52,74,52,67,45,83
213203,61,33,52,48,74,77
213433,61,30,53,44,72,80
213581,61,43,56,55,71,80
216020,67,52,77,71,70,74
221174,90,76,67,75,50,60
221671,68,55,72,75,49,63
233225,66,45,58,59,73,74
237548,74,38,62,64,72,72
238569,82,69,65,71,45,66
251353,79,69,60,66,25,74
110811,61,42,54,51,72,72
115909,70,74,63,76,30,59
122849,65,74,62,70,37,69
124607,48,71,77,71,64,62
137242,64,63,77,73,42,63
138110,37,67,64,64,71,81
138306,79,70,61,71,37,68
142942,42,43,62,52,72,72
142950,53,70,72,70,58,69
146111,40,65,68,66,72,77
146460,38,60,67,65,73,72
148839,66,51,68,71,75,69
155355,68,64,71,75,53,61
157217,76,67,72,71,65,75
158856,34,72,71,67,72,73
163209,65,72,70,70,62,80
164477,54,59,71,68,78,79
165232,66,44,68,70,75,68
165531,81,68,68,74,46,71
169317,82,71,67,77,47,68
169638,63,61,72,72,74,64
170923,76,57,68,69,71,69
171830,38,39,34,42,75,71
172517,73,68,72,74,63,79
172960,68,73,60,68,31,68
176071,50,54,67,69,70,74
176377,53,51,63,54,72,78
176687,67,45,67,68,75,69
176693,38,48,59,46,72,82
176717,70,36,45,49,74,75
177134,70,73,68,68,45,70
178567,66,40,69,69,73,78
178625,48,59,69,67,71,73
179765,75,68,72,76,57,71
180359,68,53,71,72,72,61
180808,72,54,64,66,73,75
180823,72,57,62,68,73,73
181123,65,67,71,73,60,64
181236,67,68,72,72,59,63
181404,50,44,51,50,71,84
181445,42,37,54,55,73,72
181780,49,74,51,67,30,69
183187,68,67,76,74,48,63
183254,41,51,56,56,72,79
183353,73,56,66,66,70,76
183422,65,70,69,71,65,72
183520,59,71,75,69,66,73
183581,66,58,65,66,71,82
183644,65,69,72,72,56,78
183774,35,25,46,34,74,74
183795,47,24,49,44,74,73
183936,70,67,67,67,68,81
183975,63,31,49,57,72,79
184031,75,72,69,73,42,70
184133,67,71,71,74,64,76
184274,66,43,57,59,72,79
185163,53,44,46,53,74,73
185204,34,62,65,50,75,77
186197,78,69,70,79,40,62
186351,68,72,68,72,69,81
186392,58,52,66,66,76,71
186519,61,53,62,60,71,80
186614,69,72,53,72,36,76
187043,68,70,72,73,66,74
188370,42,52,59,52,73,69
188397,56,72,72,72,43,69
188607,72,67,72,70,70,72
188992,79,65,70,72,61,71
189059,62,63,70,69,72,78
189211,76,72,74,73,43,64
189303,70,73,61,70,37,74
189468,86,64,70,75,54,68
189819,82,68,66,77,35,64
189899,35,38,57,53,72,81
189946,51,45,69,72,74,69
190870,68,33,55,58,72,76
190915,61,71,63,69,46,80
190931,51,49,64,54,73,74
191856,58,72,66,66,46,74
192146,76,63,71,70,72,66
192165,76,72,64,76,24,69
192449,66,72,70,72,64,77
192537,76,70,70,76,36,54
192930,77,70,63,71,36,73
192955,59,70,72,71,56,71
193148,71,61,67,71,70,68
194196,64,42,58,65,70,77
194203,58,38,59,65,72,76
194365,63,68,68,74,55,64
196073,62,74,67,70,34,71
196318,80,67,68,74,44,51
196916,53,60,72,69,67,78
198150,70,72,66,70,42,69
198190,75,54,65,70,71,76
198230,50,38,58,55,72,78
198348,71,70,72,74,42,60
198554,69,72,55,69,33,72
198783,51,73,63,62,43,76
198836,59,58,69,71,73,68
199313,78,41,65,66,70,73
199353,74,65,72,75,64,68
199386,77,71,65,73,37,66
199392,76,54,68,72,69,77
199763,85,56,65,70,70,72
199940,85,64,71,76,44,63
200443,68,64,75,68,69,67
200962,78,63,71,79,58,56
201016,72,55,66,71,73,69
201043,75,61,71,77,66,73
201549,68,73,60,68,31,70
202106,73,56,70,64,73,78
202401,63,71,56,65,33,78
202408,49,49,43,41,71,82
202646,75,59,68,70,68,67
203872,86,70,68,75,44,67
204447,54,33,48,50,73,72
204823,81,68,70,75,57,60
204863,91,59,66,77,34,52
205553,54,33,35,40,75,74
206141,74,72,60,61,27,73
206506,68,64,72,74,65,70
206651,63,74,73,71,59,71
206662,51,28,51,52,71,84
207653,81,70,66,74,25,63
208505,76,71,58,66,44,81
209449,93,66,62,76,41,50
210404,67,73,64,69,27,71
210602,81,69,66,76,45,75
210859,75,33,60,68,72,68
211017,74,70,71,75,43,60
211119,78,67,70,73,59,61
211124,81,71,71,75,44,59
211302,73,71,57,73,24,64
212107,63,73,48,64,33,76
212791,88,67,67,73,53,66
212933,48,71,59,63,43,79
213061,79,70,67,71,35,82
213746,74,67,69,76,36,64
214209,78,73,62,75,37,68
214388,81,72,67,77,34,75
214421,88,63,67,76,43,65
214477,68,48,51,55,73,77
214601,75,49,65,68,72,77
214609,79,69,71,74,42,57
214771,69,74,71,73,68,75
214772,75,63,75,68,68,71
215042,80,70,66,74,24,69
215331,73,53,67,70,69,78
216811,44,30,44,43,71,82
218621,90,60,60,73,68,71
219167,48,60,63,61,71,79
219787,75,42,57,53,72,75
219879,78,67,70,78,42,46
219942,88,63,65,69,60,71
221306,92,66,66,74,45,51
225356,90,63,66,78,36,45
225733,73,73,70,73,30,62
226772,62,41,51,54,69,83
230198,70,48,62,65,74,77
230199,75,49,60,68,71,71
230222,66,58,60,63,71,78
230259,64,53,65,63,73,75
230277,80,65,68,72,33,57
230286,60,64,68,64,71,78
230353,88,68,68,77,67,57
230361,74,46,68,75,69,58
230389,56,46,59,50,73,75
230393,38,47,49,49,74,71
230420,82,69,73,74,43,53
230435,75,65,66,62,74,67
230446,57,57,67,68,75,72
230529,79,45,61,69,69,73
231095,71,53,65,71,72,73
232238,74,72,51,70,29,60
232294,58,71,75,71,37,60
232510,69,58,61,56,72,81
232546,71,74,72,73,41,65
234870,83,63,65,78,44,50
236112,72,57,63,69,72,74
246419,70,63,70,78,39,53
236477,89,69,63,74,37,51
239817,69,56,67,74,67,71
240060,83,41,60,73,70,64
237161,63,65,68,67,60,60
239978,86,68,64,71,31,72
227978,74,60,68,78,49,57
231247,79,62,69,74,67,76
231292,79,51,60,70,70,66
231355,84,53,63,75,66,76
235987,65,52,63,71,70,71
236246,71,61,69,77,63,64
246748,75,53,66,71,72,65
222428,54,33,49,45,73,77
224422,78,69,66,77,37,61
225974,61,33,44,44,70,84
236723,82,46,69,71,68,67
237544,69,70,62,71,34,63
240359,62,59,62,61,71,78
221323,68,30,40,55,72,77
228738,92,67,57,77,30,48
234178,63,41,54,55,72,74
236298,63,56,68,71,67,66
238637,74,59,68,72,63,71
215441,71,68,59,73,36,71
215556,72,67,67,71,60,72
219087,74,52,55,63,69,77
223671,59,29,43,38,75,68
225844,83,71,67,79,36,47
226356,78,62,66,75,65,69
227642,89,66,61,76,41,70
234100,81,43,64,71,66,75
234333,83,67,62,76,24,56
237841,81,49,63,70,68,79
244628,76,69,63,74,38,65
213017,71,39,55,60,72,74
213917,61,32,47,59,70,78
215433,34,27,49,45,74,69
220659,72,66,68,70,66,75
221433,67,57,71,72,68,64
233314,67,51,62,66,70,76
234171,74,67,67,74,37,58
236998,71,69,71,74,68,67
237283,67,72,62,72,32,68
238305,76,55,67,69,67,66
239808,73,59,69,73,64,69
240988,68,49,51,56,70,79
210981,65,42,51,53,72,69
219686,73,70,65,77,30,48
222544,69,71,53,67,27,60
